,Date,Event,Feature,Finish,Start,Driver
1641,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,6,17,Todd Owen
1642,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,7,25,Ronnie Williams
1643,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,8,12,"Michael Gervais, Jr."
1644,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,9,11,Joey Cipriano
1645,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,10,24,D.J. Burnham
1646,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,11,4,Matt Galko
1647,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,12,16,Dan Wesson
1648,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,13,6,Tyler Hines
1649,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,14,18,Tyler Leary - R
1650,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,15,14,"Tony Membrino, Jr."
1651,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,16,23,Matt Vassar
1652,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,17,19,Tom Bolles
1653,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,18,22,John Catania
1654,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,19,26,Joey Ternullo - R
1655,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,20,15,Jeff Malave
1656,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,21,8,Stephen Kopcik
1657,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,22,27,"Michael Christopher, Jr."
1658,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,23,3,David Arute
1659,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,24,5,Marcello Rufrano - R
1660,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,25,10,Nick Salva
1661,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,26,21,Andrew Molleur - R
1662,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,27,20,Darin Renihan
1663,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,1,2,Andrew Molleur - R
1664,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,2,9,"Michael Gervais, Jr."
1665,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,3,11,Todd Owen
1666,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,4,5,Keith Rocco
1667,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,5,16,Matt Vassar
1668,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,6,17,D.J. Burnham
1669,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,7,4,Matt Galko
1670,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,8,6,Tyler Hines
1671,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,9,20,Marcello Rufrano - R
1672,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,10,18,David Arute
1673,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,11,1,Troy Talman
1674,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,12,12,Glen Reen
1675,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,13,14,Jeff Malave
1676,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,14,3,Cory DiMatteo
1677,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,15,24,Eric Berndt
1678,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,16,25,John Catania
1679,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,17,10,"Michael Christopher, Jr."
1680,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,18,13,Ronnie Williams
1681,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,19,7,Stephen Kopcik
1682,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,20,26,Nick Salva
1683,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,21,23,Tyler Leary - R
1684,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,22,21,Dan Wesson
1685,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,23,19,"Tony Membrino, Jr."
1686,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,24,22,Michael Rutkoski - R
1687,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,25,15,Tom Bolles
1688,"May 31, 2019", Military Appreciation Night ,SK Modified Feature Results,26,8,Joey Cipriano
1689,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,1,7,Ronnie Williams
1690,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,2,5,Joey Cipriano
1691,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,3,8,Nick Salva
1692,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,4,11,Eric Berndt
1693,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,5,15,"Michael Gervais, Jr."
1694,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,6,12,Keith Rocco
1695,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,7,10,Glen Reen
1696,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,8,13,Todd Owen
1697,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,9,9,Stephen Kopcik
1698,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,10,14,"Michael Christopher, Jr."
1699,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,11,25,Cory DiMatteo
1700,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,12,3,Marcello Rufrano - R
1701,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,13,16,David Arute
1702,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,14,27,Dan Wesson
1703,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,15,2,Andrew Molleur - R
1704,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,16,17,"Tony Membrino, Jr."
1705,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,17,24,D.J. Burnham
1706,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,18,18,Troy Talman
1707,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,19,23,Michael Rutkoski
1708,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,20,22,Jeff Malave
1709,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,21,6,Tyler Hines
1710,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,22,19,Tyler Leary - R
1711,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,23,26,Matt Vassar
1712,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,24,20,Tom Bolles
1713,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,25,1,Ed Spiers
1714,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,26,21,John Catania
1715,"May 24, 2019", Dunleavy’s Modifiedz Night / Open Mod 80 ,SK Modified Feature Results,27,4,Matt Galko
1716,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,1,2,Glen Reen
1717,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,2,9,"Michael Christopher, Jr."
1718,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,3,3,Stephen Kopcik
1719,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,4,10,Todd Owen
1720,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,5,13,Michael Gervais
1721,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,6,6,Nick Salva
1722,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,7,4,Tyler Hines
1723,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,8,11,Keith Rocco
1724,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,9,7,Ronnie Williams
1725,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,10,25,D.J. Burnham
1726,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,11,14,Marcello Rufrano
1727,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,12,24,Tom Bolles
1728,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,13,25,Michael Rutkoski - R
1729,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,14,23,Tyler Leary - R
1730,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,15,5,Matt Galko
1731,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,16,15,Andrew Molleur - R
1732,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,17,12,Eric Berndt
1733,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,18,8,Joey Cipriano
1734,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,19,21,Jeff Malave
1735,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,20,22,Cory DiMatteo
1736,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,21,18,Troy Talman
1737,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,22,17,Ed Spiers
1738,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,23,19,John Catania
1739,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,24,1,David Arute
1740,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,25,20,Matt Vassar
1741,"May 17, 2019", BFF Friday / Scout Night ,SK Modified Feature Results,26,16,"Tony Membrino, Jr."
1742,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,1,6,Eric Berndt
1743,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,2,10,Todd Owen
1744,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,3,13,"Michael Gervais, Jr."
1745,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,4,17,Ronnie Williams
1746,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,5,4,Tyler Hines
1747,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,6,7,Matt Galko
1748,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,7,20,Marcello Rufrano - R
1749,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,8,9,Nick Salva
1750,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,9,12,"Michael Christopher, Jr."
1751,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,10,23,Dan Avery
1752,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,11,18,Glen Reen
1753,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,12,11,Joey Cipriano
1754,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,13,8,Stephen Kopcik
1755,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,14,25,Matt Vassar
1756,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,15,15,Andrew Molleur - R
1757,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,16,2,Ed Spiers
1758,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,17,3,"Tony Membrino, Jr."
1759,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,18,27,Tyler Leary - R
1760,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,19,5,David Arute
1761,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,20,1,Troy Talman
1762,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,21,21,Jeff Malave
1763,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,22,16,John Catania
1764,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,23,26,Michael Rutkoski - R
1765,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,24,19,Cory DiMatteo
1766,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,25,14,Keith Rocco
1767,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,26,22,Tom Bolles
1768,"May 11, 2019", NAPA Spring Sizzler ,SK Modified Feature Results,27,24,Chris Jones
1769,"May 4, 2019", Opening Day ,SK Modified Feature Results,1,1,Keith Rocco
1770,"May 4, 2019", Opening Day ,SK Modified Feature Results,2,2,"Michael Gervais, Jr."
1771,"May 4, 2019", Opening Day ,SK Modified Feature Results,3,7,"Michael Christopher, Jr."
1772,"May 4, 2019", Opening Day ,SK Modified Feature Results,4,17,Joey Cipriano
1773,"May 4, 2019", Opening Day ,SK Modified Feature Results,5,3,Todd Owen
1774,"May 4, 2019", Opening Day ,SK Modified Feature Results,6,13,Nick Salva
1775,"May 4, 2019", Opening Day ,SK Modified Feature Results,7,22,Andrew Molleur - R
1776,"May 4, 2019", Opening Day ,SK Modified Feature Results,8,10,Stephen Kopcik
1777,"May 4, 2019", Opening Day ,SK Modified Feature Results,9,25,Matt Galko
1778,"May 4, 2019", Opening Day ,SK Modified Feature Results,10,26,Eric Berndt
1779,"May 4, 2019", Opening Day ,SK Modified Feature Results,11,5,David Arute
1780,"May 4, 2019", Opening Day ,SK Modified Feature Results,12,11,Tyler Hines
1781,"May 4, 2019", Opening Day ,SK Modified Feature Results,13,20,"Tony Membrino, Jr."
1782,"May 4, 2019", Opening Day ,SK Modified Feature Results,14,24,Ed Spiers
1783,"May 4, 2019", Opening Day ,SK Modified Feature Results,15,8,Troy Talman
1784,"May 4, 2019", Opening Day ,SK Modified Feature Results,16,27,John Catania
1785,"May 4, 2019", Opening Day ,SK Modified Feature Results,17,9,Ronnie Williams
1786,"May 4, 2019", Opening Day ,SK Modified Feature Results,18,4,Glen Reen
1787,"May 4, 2019", Opening Day ,SK Modified Feature Results,19,19,Cory DiMatteo
1788,"May 4, 2019", Opening Day ,SK Modified Feature Results,20,15,Marcello Rufrano - R
1789,"May 4, 2019", Opening Day ,SK Modified Feature Results,21,16,Jeff Malave
1790,"May 4, 2019", Opening Day ,SK Modified Feature Results,22,14,Tom Bolles
1791,"May 4, 2019", Opening Day ,SK Modified Feature Results,23,6,Dan Avery
1792,"May 4, 2019", Opening Day ,SK Modified Feature Results,24,18,Dan Wesson
1793,"May 4, 2019", Opening Day ,SK Modified Feature Results,25,23,Chris Jones
1794,"May 4, 2019", Opening Day ,SK Modified Feature Results,26,21,Darin Renihan
1795,"May 4, 2019", Opening Day ,SK Modified Feature Results,27,12,Matt Vassar
1796,"September 4, 2020", ,SK Modified Feature Results,1,11,Keith Rocco
1797,"September 4, 2020", ,SK Modified Feature Results,2,8,Ronnie Williams
1798,"September 4, 2020", ,SK Modified Feature Results,3,12,Cory DiMatteo
1799,"September 4, 2020", ,SK Modified Feature Results,4,13,Chase Dowling
1800,"September 4, 2020", ,SK Modified Feature Results,5,4,Matt Vassar
1801,"September 4, 2020", ,SK Modified Feature Results,6,15,Tyler Hines
1802,"September 4, 2020", ,SK Modified Feature Results,7,20,Glen Reen
1803,"September 4, 2020", ,SK Modified Feature Results,8,17,Tyler Leary
1804,"September 4, 2020", ,SK Modified Feature Results,9,1,Bryan Narducci - R
1805,"September 4, 2020", ,SK Modified Feature Results,10,2,David Arute
1806,"September 4, 2020", ,SK Modified Feature Results,11,21,Troy Talman
1807,"September 4, 2020", ,SK Modified Feature Results,12,6,"Tony Membrino, Jr."
1808,"September 4, 2020", ,SK Modified Feature Results,13,19,Jonathan Smith
1809,"September 4, 2020", ,SK Modified Feature Results,14,14,Stephen Kopcik
1810,"September 4, 2020", ,SK Modified Feature Results,15,26,D.J. Burnham
1811,"September 4, 2020", ,SK Modified Feature Results,16,24,Fran Siana
1812,"September 4, 2020", ,SK Modified Feature Results,17,10,Todd Owen
1813,"September 4, 2020", ,SK Modified Feature Results,18,16,Max Zachem
1814,"September 4, 2020", ,SK Modified Feature Results,19,23,Jeff Malave
1815,"September 4, 2020", ,SK Modified Feature Results,20,25,"Michael Gervais, Jr."
1816,"September 4, 2020", ,SK Modified Feature Results,21,3,Marcello Rufrano
1817,"September 4, 2020", ,SK Modified Feature Results,22,9,Andrew Molleur
1818,"September 4, 2020", ,SK Modified Feature Results,23,7,"Micheal Christopher, Jr."
1819,"September 4, 2020", ,SK Modified Feature Results,24,5,Mikey Flynn - R
1820,"September 4, 2020", ,SK Modified Feature Results,25,18,Teddy Hodgdon - R
1821,"September 4, 2020", ,SK Modified Feature Results,26,22,Tom Bolles
1822,"August 28, 2020", ,SK Modified Feature Results,1,5,Keith Rocco
1823,"August 28, 2020", ,SK Modified Feature Results,2,12,Chase Dowling
1824,"August 28, 2020", ,SK Modified Feature Results,3,11,Stephen Kopcik
1825,"August 28, 2020", ,SK Modified Feature Results,4,6,Ronnie Williams
1826,"August 28, 2020", ,SK Modified Feature Results,5,26,"Michael Gervais, Jr."
1827,"August 28, 2020", ,SK Modified Feature Results,6,4,"Tony Membrino, Jr."
1828,"August 28, 2020", ,SK Modified Feature Results,7,15,Glen Reen
1829,"August 28, 2020", ,SK Modified Feature Results,8,19,Teddy Hodgdon - R
1830,"August 28, 2020", ,SK Modified Feature Results,9,2,Matt Vassar
1831,"August 28, 2020", ,SK Modified Feature Results,10,23,"Michael Christopher, Jr."
1832,"August 28, 2020", ,SK Modified Feature Results,11,7,Troy Talman
1833,"August 28, 2020", ,SK Modified Feature Results,12,13,Jeff Malave
1834,"August 28, 2020", ,SK Modified Feature Results,13,14,Tyler Hines
1835,"August 28, 2020", ,SK Modified Feature Results,14,3,Marcello Rufrano
1836,"August 28, 2020", ,SK Modified Feature Results,15,16,Tyler Leary
1837,"August 28, 2020", ,SK Modified Feature Results,16,17,Mikey Flynn - R
1838,"August 28, 2020", ,SK Modified Feature Results,17,8,Andrew Molleur
1839,"August 28, 2020", ,SK Modified Feature Results,18,20,Tom Bolles
1840,"August 28, 2020", ,SK Modified Feature Results,19,21,Todd Patnode
1841,"August 28, 2020", ,SK Modified Feature Results,20,25,Jonathan Smith
1842,"August 28, 2020", ,SK Modified Feature Results,21,1,Bryan Narducci - R
1843,"August 28, 2020", ,SK Modified Feature Results,22,10,Todd Owen
1844,"August 28, 2020", ,SK Modified Feature Results,23,9,Cory DiMatteo
1845,"August 28, 2020", ,SK Modified Feature Results,24,18,David Arute
1846,"August 28, 2020", ,SK Modified Feature Results,25,22,John Catania
1847,"August 28, 2020", ,SK Modified Feature Results,26,24,Darin Renihan
1848,"August 21, 2020", ,SK Modified Feature Results,1,14,Todd Owen
1849,"August 21, 2020", ,SK Modified Feature Results,2,6,Andrew Molleur
1850,"August 21, 2020", ,SK Modified Feature Results,3,10,Keith Rocco
1851,"August 21, 2020", ,SK Modified Feature Results,4,11,Ronnie Williams
1852,"August 21, 2020", ,SK Modified Feature Results,5,5,"Tony Membrino, Jr."
1853,"August 21, 2020", ,SK Modified Feature Results,6,17,Chase Dowling
1854,"August 21, 2020", ,SK Modified Feature Results,7,3,Mikey Flynn - R
1855,"August 21, 2020", ,SK Modified Feature Results,8,13,"Michael Christopher, Jr."
1856,"August 21, 2020", ,SK Modified Feature Results,9,9,Troy Talman
1857,"August 21, 2020", ,SK Modified Feature Results,10,22,Glen Reen
1858,"August 21, 2020", ,SK Modified Feature Results,11,12,Teddy Hodgdon - R
1859,"August 21, 2020", ,SK Modified Feature Results,12,15,Cory DiMatteo
1860,"August 21, 2020", ,SK Modified Feature Results,13,19,Tyler Hines
1861,"August 21, 2020", ,SK Modified Feature Results,14,4,Matt Vassar
1862,"August 21, 2020", ,SK Modified Feature Results,15,16,Bryan Narducci - R
1863,"August 21, 2020", ,SK Modified Feature Results,16,8,Marcello Rufrano
1864,"August 21, 2020", ,SK Modified Feature Results,17,20,Matt Gallo
1865,"August 21, 2020", ,SK Modified Feature Results,18,2,David Arute
1866,"August 21, 2020", ,SK Modified Feature Results,19,21,Todd Patnode
1867,"August 21, 2020", ,SK Modified Feature Results,20,1,Tyler Leary
1868,"August 21, 2020", ,SK Modified Feature Results,21,18,Jeff Malave
1869,"August 21, 2020", ,SK Modified Feature Results,22,23,John Catania
1870,"August 21, 2020", ,SK Modified Feature Results,23,24,Fran Siana
1871,"August 21, 2020", ,SK Modified Feature Results,24,7,"Michael Gervais, Jr."
1872,"August 14, 2020", ,SK Modified Feature Results,1,15,Chase Dowling
1873,"August 14, 2020", ,SK Modified Feature Results,2,3,Troy Talman
1874,"August 14, 2020", ,SK Modified Feature Results,3,8,"Michael Christopher, Jr."
1875,"August 14, 2020", ,SK Modified Feature Results,4,6,Stephen Kopcik
1876,"August 14, 2020", ,SK Modified Feature Results,5,4,Andrew Molleur
1877,"August 14, 2020", ,SK Modified Feature Results,6,18,Ronnie Williams
1878,"August 14, 2020", ,SK Modified Feature Results,7,9,Keith Rocco
1879,"August 14, 2020", ,SK Modified Feature Results,8,10,Todd Owen
1880,"August 14, 2020", ,SK Modified Feature Results,9,14,Glen Reen
1881,"August 14, 2020", ,SK Modified Feature Results,10,23,"Tony Membrino, Jr."
1882,"August 14, 2020", ,SK Modified Feature Results,11,5,"Michael Gervais, Jr."
1883,"August 14, 2020", ,SK Modified Feature Results,12,2,David Arute
1884,"August 14, 2020", ,SK Modified Feature Results,13,22,Teddy Hodgdon - R
1885,"August 14, 2020", ,SK Modified Feature Results,14,13,Matt Gallo
1886,"August 14, 2020", ,SK Modified Feature Results,15,7,Marcello Rufrano
1887,"August 14, 2020", ,SK Modified Feature Results,16,12,Tyler Hines
1888,"August 14, 2020", ,SK Modified Feature Results,17,1,Tyler Leary
1889,"August 14, 2020", ,SK Modified Feature Results,18,11,Jeff Malave
1890,"August 14, 2020", ,SK Modified Feature Results,19,16,Mikey Flynn - R
1891,"August 14, 2020", ,SK Modified Feature Results,20,24,Todd Patnode
1892,"August 14, 2020", ,SK Modified Feature Results,21,20,Fran Siana
1893,"August 14, 2020", ,SK Modified Feature Results,22,21,Bryan Narducci - R
1894,"August 14, 2020", ,SK Modified Feature Results,23,17,Darin Renihan
1895,"August 14, 2020", ,SK Modified Feature Results,24,19,Tom Bolles
1896,"August 14, 2020", ,SK Modified Feature Results,25,26,Matt Vassar
1897,"August 8, 2020", NAPA ,SK 5k Feature Results,1,13,Chase Dowling
1898,"August 8, 2020", NAPA ,SK 5k Feature Results,2,7,Todd Owen
1899,"August 8, 2020", NAPA ,SK 5k Feature Results,3,6,"Michael Christopher, Jr."
1900,"August 8, 2020", NAPA ,SK 5k Feature Results,4,8,Ronnie Williams
1901,"August 8, 2020", NAPA ,SK 5k Feature Results,5,2,Marcello Rufrano
1902,"August 8, 2020", NAPA ,SK 5k Feature Results,6,9,Keith Rocco
1903,"August 8, 2020", NAPA ,SK 5k Feature Results,7,20,Noah Korner - R
1904,"August 8, 2020", NAPA ,SK 5k Feature Results,8,25,"Tony Membrino, Jr."
1905,"August 8, 2020", NAPA ,SK 5k Feature Results,9,5,"Michael Gervais, Jr."
1906,"August 8, 2020", NAPA ,SK 5k Feature Results,10,1,Matt Vassar
1907,"August 8, 2020", NAPA ,SK 5k Feature Results,11,17,Teddy Hodgdon - R
1908,"August 8, 2020", NAPA ,SK 5k Feature Results,12,18,Andrew Molleur
1909,"August 8, 2020", NAPA ,SK 5k Feature Results,13,21,Kenny Horton
1910,"August 8, 2020", NAPA ,SK 5k Feature Results,14,26,David Arute
1911,"August 8, 2020", NAPA ,SK 5k Feature Results,15,16,Tom Bolles
1912,"August 8, 2020", NAPA ,SK 5k Feature Results,16,4,Stephen Kopcik
1913,"August 8, 2020", NAPA ,SK 5k Feature Results,17,19,Jeff Malave
1914,"August 8, 2020", NAPA ,SK 5k Feature Results,18,23,John Catania
1915,"August 8, 2020", NAPA ,SK 5k Feature Results,19,15,Max Zachem
1916,"August 8, 2020", NAPA ,SK 5k Feature Results,20,10,Woody Pitkat
1917,"August 8, 2020", NAPA ,SK 5k Feature Results,21,24,Fran Siana
1918,"August 8, 2020", NAPA ,SK 5k Feature Results,22,12,Tyler Hines
1919,"August 8, 2020", NAPA ,SK 5k Feature Results,23,22,Bryan Narducci - R
1920,"August 8, 2020", NAPA ,SK 5k Feature Results,24,3,Troy Talman
1921,"August 8, 2020", NAPA ,SK 5k Feature Results,25,214,Glen Reen
1922,"August 8, 2020", NAPA ,SK 5k Feature Results,26,11,Dan Wesson
1923,"August 8, 2020", NAPA ,SK 5k Feature Results,27,27,Tyler Leary
1924,"July 31, 2020", ,SK Modified Feature Results,1,5,Cory DiMatteo
1925,"July 31, 2020", ,SK Modified Feature Results,2,1,Teddy Hodgdon - R
1926,"July 31, 2020", ,SK Modified Feature Results,3,13,Keith Rocco
1927,"July 31, 2020", ,SK Modified Feature Results,4,11,Ronnie Williams
1928,"July 31, 2020", ,SK Modified Feature Results,5,14,Marcello Rufrano
1929,"July 31, 2020", ,SK Modified Feature Results,6,17,Mikey Flynn - R
1930,"July 31, 2020", ,SK Modified Feature Results,7,12,Todd Owen
1931,"July 31, 2020", ,SK Modified Feature Results,8,2,Matt Vassar
1932,"July 31, 2020", ,SK Modified Feature Results,9,8,"Michael Gervais, Jr."
1933,"July 31, 2020", ,SK Modified Feature Results,10,19,Noah Korner - R
1934,"July 31, 2020", ,SK Modified Feature Results,11,22,Tyler Leary
1935,"July 31, 2020", ,SK Modified Feature Results,12,21,Bryan Narducci - R
1936,"July 31, 2020", ,SK Modified Feature Results,13,20,Tyler Hines
1937,"July 31, 2020", ,SK Modified Feature Results,14,25,Todd Patnode
1938,"July 31, 2020", ,SK Modified Feature Results,15,15,Dan Wesson
1939,"July 31, 2020", ,SK Modified Feature Results,16,7,"Tony Membrino, Jr."
1940,"July 31, 2020", ,SK Modified Feature Results,17,18,Matt Gallo
1941,"July 31, 2020", ,SK Modified Feature Results,18,24,Jonathan Smith
1942,"July 31, 2020", ,SK Modified Feature Results,19,6,David Arute
1943,"July 31, 2020", ,SK Modified Feature Results,20,3,Andrew Molleur
1944,"July 31, 2020", ,SK Modified Feature Results,21,4,Troy Talman
1945,"July 31, 2020", ,SK Modified Feature Results,22,9,"Michael Christopher, Jr."
1946,"July 31, 2020", ,SK Modified Feature Results,23,10,Stephen Kopcik
1947,"July 31, 2020", ,SK Modified Feature Results,24,16,Jeff Malave
1948,"July 31, 2020", ,SK Modified Feature Results,25,23,John Catania
1949,"July 24, 2020", ,SK Modified Feature Results,1,7,Ronnie Williams
1950,"July 24, 2020", ,SK Modified Feature Results,2,10,Todd Owen
1951,"July 24, 2020", ,SK Modified Feature Results,3,8,Stephen Kopcik
1952,"July 24, 2020", ,SK Modified Feature Results,4,9,"Michael Christopher, Jr."
1953,"July 24, 2020", ,SK Modified Feature Results,5,11,Keith Rocco
1954,"July 24, 2020", ,SK Modified Feature Results,6,14,Andrew Molleur
1955,"July 24, 2020", ,SK Modified Feature Results,7,2,Troy Talman
1956,"July 24, 2020", ,SK Modified Feature Results,8,4,Cory DiMatteo
